company_age_years,annual_revenue_lakhs,profit_margin_pct,monthly_burn_rate_lakhs,market_size_cr,team_size,sector,business_model,required_investment_lakhs,monthly_active_users,growth_rate_pct,investment_ready,recommended_investor_type,suggested_funding_range
4,57.75,-10.1,5.2,148.8,62,AgriTech,Marketplace,151.59,108076,10.8,0,Angel,₹0–3L
4,69.3,10.78,2.88,301.28,102,Entertainment,Marketplace,80.48,207109,-11.73,1,Angel,₹0–3L
18,81.91,-1.28,3.79,379.57,67,Entertainment,B2B,31.13,188405,3.68,0,Angel,₹0–3L
10,27.75,33.72,2.46,88.26,39,E-commerce,Subscription,59.68,48735,20.47,1,Angel,₹0–3L
0,37.84,25.28,7.91,105.67,71,AgriTech,B2B,112.46,56231,17.43,1,Angel,₹0–3L
12,136.11,-0.87,6.94,351.29,82,SaaS,B2B,472.14,149895,2.31,1,Seed Fund,₹3–15L
16,78.98,6.49,15.07,482.76,5,HealthTech,B2B2C,237.65,266729,6.43,1,Angel,₹3–15L
10,72.53,10.95,6.27,220.09,70,AI/ML,B2B2C,150.34,69381,4.2,1,Angel,₹0–3L
17,9.92,18.36,2.21,80.17,59,Entertainment,B2C,22.3,29334,7.35,1,Angel,₹0–3L
3,143.71,8.39,17.03,596.42,69,AI/ML,Subscription,422.12,443314,17.05,1,Seed Fund,₹3–15L
9,11.56,-4.3,1.0,102.34,60,E-commerce,Subscription,10.0,69166,-19.87,0,Angel,₹0–3L
10,20.14,-0.61,4.97,117.38,34,SaaS,B2B2C,67.38,60031,8.83,1,Angel,₹0–3L
17,70.91,7.96,4.3,188.6,90,SaaS,B2B2C,141.81,105348,15.91,1,Angel,₹0–3L
0,44.55,22.82,6.71,440.5,48,EdTech,B2B,149.08,213642,3.34,0,Angel,₹0–3L
3,73.22,13.15,11.05,269.83,29,AI/ML,B2B2C,201.08,180889,3.91,1,Angel,₹0–3L
4,51.1,-1.27,5.4,198.42,52,EdTech,Marketplace,40.24,137327,3.14,1,Angel,₹0–3L
1,18.94,15.79,4.52,205.27,64,EdTech,Subscription,15.7,139917,4.13,1,Angel,₹0–3L
11,25.11,3.36,5.38,153.0,42,E-commerce,B2C,35.94,101182,10.37,1,Angel,₹0–3L
10,54.19,18.7,11.43,219.36,49,AI/ML,B2B,62.04,88236,13.49,1,Angel,₹0–3L
15,5.78,38.33,1.41,50.0,42,AgriTech,Marketplace,10.0,23449,-18.31,1,Angel,₹0–3L
3,39.82,3.7,4.98,120.59,23,SaaS,B2B2C,88.9,64504,20.1,1,Angel,₹0–3L
6,68.58,17.64,2.9,175.73,19,HealthTech,B2C,116.38,81782,7.12,0,Angel,₹0–3L
12,8.3,-0.94,1.63,66.31,4,AgriTech,B2B2C,10.0,44920,38.92,1,Angel,₹0–3L
13,22.45,6.66,2.42,194.5,77,AgriTech,Marketplace,76.82,90379,-7.32,0,Angel,₹0–3L
10,26.91,8.36,1.72,128.62,34,AgriTech,B2C,44.68,47476,-2.31,0,Angel,₹0–3L
7,158.09,5.72,20.73,507.16,2,SaaS,B2B2C,477.98,253338,7.43,0,Seed Fund,₹3–15L
0,66.31,37.57,15.44,446.35,49,EdTech,Marketplace,35.59,352601,19.33,1,Angel,₹0–3L
7,6.1,4.32,1.0,107.12,49,EdTech,Marketplace,17.65,44233,-18.9,0,Angel,₹0–3L
18,31.97,15.05,6.88,133.54,2,AI/ML,B2C,27.33,80936,-1.18,0,Angel,₹0–3L
16,54.23,-15.15,6.3,140.93,19,AI/ML,Marketplace,134.17,72786,17.61,1,Angel,₹0–3L
8,20.22,13.19,1.04,108.18,18,AgriTech,B2B2C,48.9,36297,-3.12,1,Angel,₹0–3L
12,33.52,21.71,7.21,170.12,21,E-commerce,B2C,107.65,92536,32.36,1,Angel,₹0–3L
14,33.96,1.68,8.25,87.29,70,FinTech,B2B,45.04,56831,3.33,1,Angel,₹0–3L
12,19.71,-22.12,1.72,67.26,36,AgriTech,Marketplace,12.79,37437,-5.33,0,Angel,₹0–3L
7,69.24,7.55,6.22,229.5,29,AgriTech,B2B2C,212.34,168923,19.78,1,Angel,₹0–3L
11,56.94,8.22,6.25,230.6,68,SaaS,B2C,77.5,102493,34.8,1,Angel,₹0–3L
10,33.06,16.7,6.85,84.52,52,SaaS,B2B,34.51,29000,17.64,1,Angel,₹0–3L
19,80.86,32.15,1.81,277.76,2,FinTech,B2B,150.06,213396,31.59,1,Angel,₹0–3L
12,34.65,3.45,2.48,95.38,24,SaaS,Subscription,26.6,46651,35.44,1,Angel,₹0–3L
15,52.23,-2.26,9.52,177.19,48,FinTech,Subscription,65.3,104222,-4.02,0,Angel,₹0–3L
1,80.99,-5.98,9.18,263.55,16,EdTech,B2C,124.14,183430,23.58,0,Angel,₹0–3L
5,21.98,10.38,2.11,144.96,90,E-commerce,Marketplace,26.1,66995,-11.99,1,Angel,₹0–3L
15,31.87,13.76,7.03,204.04,42,SaaS,B2B2C,55.49,134275,17.52,1,Angel,₹0–3L
17,33.5,1.46,7.74,103.39,21,FinTech,Marketplace,51.29,38017,9.05,1,Angel,₹0–3L
16,19.9,17.35,4.74,129.34,11,AgriTech,B2B2C,55.29,57641,30.09,1,Angel,₹0–3L
14,31.73,13.59,2.62,128.5,63,AI/ML,B2B2C,102.79,47846,28.72,1,Angel,₹0–3L
6,12.08,8.52,2.78,88.01,23,SaaS,Subscription,10.0,62097,19.26,1,Angel,₹0–3L
13,44.06,-2.82,8.35,131.14,49,AgriTech,Subscription,129.28,53940,14.24,1,Angel,₹0–3L
6,5.0,2.22,1.0,50.2,11,SaaS,Marketplace,16.41,33065,17.81,0,Angel,₹0–3L
5,35.81,-21.15,5.74,105.23,41,EdTech,B2C,89.43,81204,9.16,0,Angel,₹0–3L
11,31.73,10.84,1.0,121.58,24,EdTech,B2B2C,110.68,68558,9.99,1,Angel,₹0–3L
1,14.32,8.32,2.62,124.05,32,AgriTech,Subscription,19.65,70709,32.33,1,Angel,₹0–3L
0,30.04,10.27,5.67,125.33,20,SaaS,B2C,88.84,66489,34.3,1,Angel,₹0–3L
17,21.16,14.06,4.26,142.13,65,Entertainment,Subscription,51.97,65799,9.05,1,Angel,₹0–3L
4,33.88,12.64,2.02,207.6,27,AI/ML,B2B2C,45.23,111652,14.62,1,Angel,₹0–3L
6,47.37,6.69,7.79,273.74,36,E-commerce,B2B,121.02,164625,11.78,1,Angel,₹0–3L
14,6.8,8.59,1.0,94.18,37,E-commerce,Subscription,13.12,74681,-13.46,1,Angel,₹0–3L
5,25.26,-8.85,6.0,63.93,80,FinTech,B2C,22.85,49153,4.22,1,Angel,₹0–3L
1,5.0,1.0,1.0,71.56,62,AI/ML,Marketplace,10.0,52317,34.08,1,Angel,₹0–3L
16,29.75,8.61,1.25,105.53,59,HealthTech,Marketplace,76.83,78571,-0.53,1,Angel,₹0–3L
12,20.87,-0.83,1.32,116.01,2,E-commerce,B2B2C,53.81,61939,41.65,1,Angel,₹0–3L
12,23.9,18.33,4.13,86.57,23,Entertainment,B2B,47.77,54431,29.11,1,Angel,₹0–3L
13,10.46,0.1,1.36,59.9,69,FinTech,Subscription,19.93,44779,16.03,1,Angel,₹0–3L
7,30.82,10.6,5.84,107.85,10,EdTech,Subscription,27.01,53543,19.3,1,Angel,₹0–3L
14,51.43,9.41,4.35,168.51,42,E-commerce,B2B,86.09,131586,-2.97,1,Angel,₹0–3L
10,65.66,16.97,11.25,225.09,13,HealthTech,B2B2C,202.78,114323,7.44,1,Angel,₹0–3L
12,9.03,18.81,1.0,100.46,15,EdTech,B2B2C,27.41,60333,33.19,1,Angel,₹0–3L
19,31.11,16.34,4.51,111.15,82,Entertainment,B2C,75.14,72793,2.14,0,Angel,₹0–3L
0,11.48,-17.27,2.76,77.58,57,EdTech,B2C,40.09,60147,24.48,1,Angel,₹0–3L
1,8.72,22.33,1.43,145.18,64,Entertainment,B2C,27.55,61311,-8.79,1,Angel,₹0–3L
10,16.0,26.33,1.0,81.95,59,SaaS,B2B2C,12.23,55157,-5.78,1,Angel,₹0–3L
13,44.72,2.23,11.06,221.67,36,Entertainment,Subscription,70.53,124225,38.71,1,Angel,₹0–3L
4,10.68,10.84,1.0,50.0,22,AI/ML,Marketplace,10.0,21713,10.73,1,Angel,₹0–3L
6,34.23,-2.68,6.34,115.38,29,AI/ML,B2B2C,61.33,79418,1.7,0,Angel,₹0–3L
15,28.97,-15.37,4.13,183.24,35,AgriTech,B2B,80.66,105564,29.16,0,Angel,₹0–3L
10,27.07,-0.86,2.37,168.79,84,E-commerce,Marketplace,21.61,106422,28.62,1,Angel,₹0–3L
14,69.6,1.54,4.23,977.62,6,HealthTech,B2B2C,216.97,451124,23.94,0,Angel,₹0–3L
3,55.05,3.76,3.35,189.59,26,AI/ML,B2B2C,116.77,102498,1.76,1,Angel,₹0–3L
9,18.28,-3.5,3.97,73.49,17,Entertainment,B2C,49.29,44732,5.4,1,Angel,₹0–3L
0,23.92,-0.8,5.28,138.82,66,FinTech,Subscription,10.63,69750,14.61,0,Angel,₹0–3L
6,14.84,7.87,1.88,50.0,86,EdTech,Subscription,10.0,19959,21.07,1,Angel,₹0–3L
11,33.4,-1.23,1.46,140.27,47,FinTech,Marketplace,76.37,109526,2.27,0,Angel,₹0–3L
10,17.75,14.53,3.96,82.84,49,EdTech,B2B2C,52.92,46034,13.77,1,Angel,₹0–3L
10,64.49,16.2,8.51,281.68,42,FinTech,B2C,199.7,187869,15.36,1,Angel,₹0–3L
16,27.55,36.57,3.33,101.02,50,EdTech,B2B,68.95,51068,32.35,1,Angel,₹0–3L
0,38.43,21.52,4.37,136.76,59,AI/ML,B2B2C,36.24,65314,23.11,1,Angel,₹0–3L
14,14.38,10.92,1.49,95.12,50,FinTech,B2C,13.28,47899,-11.69,0,Angel,₹0–3L
19,49.76,0.57,7.02,501.3,52,E-commerce,B2B,155.27,252952,6.84,0,Angel,₹0–3L
17,12.42,11.53,1.98,118.53,59,Entertainment,B2B,10.0,67807,-2.97,1,Angel,₹0–3L
3,146.55,11.96,18.65,535.28,2,E-commerce,Marketplace,365.71,306038,19.52,1,Seed Fund,₹3–15L
18,93.29,1.86,21.1,262.41,40,HealthTech,Subscription,187.25,143951,24.0,1,Angel,₹0–3L
4,40.21,17.41,3.74,207.98,47,HealthTech,Subscription,66.28,76410,12.97,1,Angel,₹0–3L
13,21.0,-8.77,3.21,192.12,50,SaaS,Marketplace,35.9,105288,5.25,1,Angel,₹0–3L
12,61.55,5.08,5.48,195.52,35,AgriTech,B2B2C,204.64,75187,11.46,0,Angel,₹0–3L
18,17.07,14.67,3.3,50.0,44,HealthTech,B2C,52.17,18153,14.36,1,Angel,₹0–3L
18,43.73,4.56,1.9,122.09,22,FinTech,Subscription,134.17,93562,0.78,1,Angel,₹0–3L
15,70.36,5.54,4.46,268.17,2,EdTech,Marketplace,112.67,161564,-7.82,1,Angel,₹0–3L
18,50.38,6.36,10.29,143.42,64,AgriTech,Subscription,32.36,90317,-20.22,0,Angel,₹0–3L
0,5.0,-2.03,1.0,55.5,11,Entertainment,Subscription,17.47,27799,28.84,1,Angel,₹0–3L
9,12.52,22.09,2.05,143.07,35,Entertainment,Subscription,10.0,107943,19.29,1,Angel,₹0–3L
1,40.32,-4.21,9.8,489.25,21,HealthTech,B2B2C,78.61,302828,15.09,1,Angel,₹0–3L
14,106.37,11.84,14.92,355.25,79,AI/ML,Marketplace,121.98,243199,29.97,1,Angel,₹0–3L
18,10.57,12.97,1.0,142.11,38,E-commerce,Subscription,20.44,68820,-7.75,0,Angel,₹0–3L
3,64.63,-3.37,6.06,288.88,32,E-commerce,Subscription,82.45,225328,-16.32,0,Angel,₹0–3L
3,24.74,8.88,5.18,114.83,58,AI/ML,Marketplace,78.43,81555,16.5,1,Angel,₹0–3L
11,7.94,-2.91,1.0,50.0,93,E-commerce,B2B,26.98,36348,14.16,1,Angel,₹0–3L
18,27.56,24.7,5.14,77.7,50,FinTech,B2B2C,44.43,30000,-13.91,1,Angel,₹0–3L
8,48.6,-5.65,9.66,443.2,30,SaaS,B2B2C,25.49,193005,14.92,1,Angel,₹0–3L
15,21.24,0.16,2.87,122.51,57,AI/ML,B2C,51.45,54249,4.01,0,Angel,₹0–3L
14,40.17,-6.68,8.04,125.16,2,SaaS,B2C,60.47,54503,-2.66,0,Angel,₹0–3L
8,7.3,-8.29,1.0,120.31,41,FinTech,B2B,25.21,87553,4.31,0,Angel,₹0–3L
18,160.69,27.13,22.29,562.78,89,AgriTech,B2C,94.17,177807,-24.36,1,Angel,₹0–3L
17,155.52,14.55,27.67,463.21,43,Entertainment,Subscription,105.94,156586,2.34,1,Angel,₹0–3L
6,263.95,9.75,15.48,701.45,42,SaaS,Subscription,669.95,306502,0.25,1,Seed Fund,₹3–15L
15,47.36,0.13,3.93,132.78,40,E-commerce,B2C,129.19,53102,18.37,1,Angel,₹0–3L
14,29.53,18.9,5.02,182.53,30,AI/ML,B2B2C,53.38,75921,9.2,1,Angel,₹0–3L
10,13.1,-1.89,2.24,51.33,47,AI/ML,B2B,15.56,35880,19.43,1,Angel,₹0–3L
5,32.16,17.53,4.29,417.32,59,Entertainment,Subscription,41.53,242698,-26.78,1,Angel,₹0–3L
2,9.19,-2.47,1.87,65.53,31,AgriTech,B2B,12.7,19848,-2.79,1,Angel,₹0–3L
13,14.33,0.27,1.88,172.73,2,AgriTech,B2C,14.63,88898,18.36,1,Angel,₹0–3L
5,11.04,17.1,2.46,68.85,51,Entertainment,Marketplace,33.36,34694,6.79,1,Angel,₹0–3L
16,35.02,18.37,6.63,98.28,93,AgriTech,B2B,17.8,35082,24.21,1,Angel,₹0–3L
18,14.17,15.17,1.31,82.59,30,AI/ML,B2B,22.71,52699,-15.8,1,Angel,₹0–3L
17,23.92,-4.59,2.65,96.98,3,Entertainment,B2C,64.4,63137,20.58,1,Angel,₹0–3L
19,20.52,2.64,3.56,101.76,56,E-commerce,B2C,10.0,67206,0.63,0,Angel,₹0–3L
15,21.3,9.89,4.81,101.11,83,E-commerce,Subscription,66.22,67161,-0.22,1,Angel,₹0–3L
2,103.55,-2.17,6.33,265.96,53,E-commerce,Marketplace,265.1,79794,24.69,1,Angel,₹0–3L
5,10.52,24.45,1.46,68.48,83,HealthTech,Marketplace,10.0,53209,29.47,1,Angel,₹0–3L
16,46.69,-20.81,2.21,173.19,59,HealthTech,B2B,147.71,122462,23.79,0,Angel,₹0–3L
19,68.59,-1.33,5.78,348.13,57,SaaS,Marketplace,127.53,261789,40.47,1,Angel,₹0–3L
4,7.4,1.89,1.32,103.62,27,EdTech,B2C,17.66,31897,29.16,1,Angel,₹0–3L
15,19.87,-26.12,1.0,89.79,47,SaaS,B2C,62.04,68861,-4.11,0,Angel,₹0–3L
16,42.27,-8.74,7.28,126.3,39,AI/ML,B2C,131.86,89025,11.4,0,Angel,₹0–3L
15,28.66,15.51,6.51,338.93,38,SaaS,B2B,46.09,243561,5.89,0,Angel,₹0–3L
8,12.64,8.37,3.07,170.01,33,E-commerce,B2B2C,13.41,58933,41.13,1,Angel,₹0–3L
6,10.62,26.88,1.0,102.32,45,AI/ML,B2C,11.93,68494,28.81,1,Angel,₹0–3L
4,66.13,26.56,12.71,208.24,7,AgriTech,Marketplace,181.91,162422,9.38,1,Angel,₹0–3L
8,20.82,13.2,4.85,68.61,60,FinTech,Marketplace,68.15,43858,24.27,1,Angel,₹0–3L
9,59.24,11.77,2.43,239.12,18,FinTech,B2C,31.47,139950,-7.5,0,Angel,₹0–3L
0,42.25,8.8,4.87,197.56,33,E-commerce,B2B2C,14.71,152674,14.49,1,Angel,₹0–3L
6,43.18,-23.85,10.0,119.65,48,HealthTech,B2B,126.67,62391,-6.06,0,Angel,₹0–3L
4,26.27,-8.73,1.75,82.52,16,SaaS,B2C,40.38,49480,-16.06,0,Angel,₹0–3L
5,26.66,9.21,6.26,79.78,2,EdTech,B2B,31.59,42937,22.54,1,Angel,₹0–3L
5,72.22,15.41,10.2,215.8,30,SaaS,B2B2C,65.2,165397,24.91,1,Angel,₹0–3L
14,96.46,11.5,4.15,350.82,4,HealthTech,B2C,135.89,118593,17.82,1,Angel,₹0–3L
7,19.98,-2.7,2.47,95.0,57,AI/ML,B2C,68.1,52303,7.03,0,Angel,₹0–3L
0,72.14,19.27,6.86,204.56,11,Entertainment,B2C,247.19,131630,-7.39,1,Angel,₹0–3L
9,18.71,25.79,1.59,50.0,77,HealthTech,Subscription,25.45,34797,-5.27,1,Angel,₹0–3L
2,5.75,19.26,1.0,98.57,39,E-commerce,B2C,19.46,58305,-2.93,1,Angel,₹0–3L
15,9.88,19.88,1.3,145.22,41,AgriTech,B2C,12.45,109563,8.15,1,Angel,₹0–3L
0,30.27,1.3,3.96,78.51,2,AgriTech,B2B2C,91.85,60530,26.25,1,Angel,₹0–3L
15,11.33,20.91,1.0,77.05,43,HealthTech,B2B2C,11.08,25592,27.65,1,Angel,₹0–3L
13,33.08,9.76,6.77,93.0,37,FinTech,Subscription,97.4,46608,-13.92,0,Angel,₹0–3L
4,33.88,14.15,4.43,182.1,7,E-commerce,B2C,48.52,56764,0.78,1,Angel,₹0–3L
15,11.93,12.39,2.49,130.17,42,SaaS,Marketplace,11.06,60492,0.23,1,Angel,₹0–3L
10,5.0,6.54,1.05,50.0,30,E-commerce,B2B,16.46,28421,-27.43,0,Angel,₹0–3L
17,5.24,-2.32,1.0,50.0,34,SaaS,B2C,10.0,37769,18.3,1,Angel,₹0–3L
6,13.34,7.02,1.0,97.05,40,E-commerce,Subscription,46.34,70191,6.89,1,Angel,₹0–3L
7,45.18,19.85,10.37,204.46,28,HealthTech,Marketplace,29.25,74372,9.96,1,Angel,₹0–3L
16,14.78,2.71,2.88,50.0,46,FinTech,B2B2C,10.0,17325,30.41,1,Angel,₹0–3L
13,41.34,18.73,1.85,104.6,37,HealthTech,B2B,127.61,62201,12.89,1,Angel,₹0–3L
16,21.0,16.85,3.81,102.68,51,AI/ML,Subscription,45.72,58123,4.94,1,Angel,₹0–3L
11,90.75,4.44,2.23,392.23,26,AgriTech,B2B2C,149.66,169907,18.95,1,Angel,₹0–3L
17,26.37,24.67,1.0,113.35,13,EdTech,B2C,14.83,84981,27.94,1,Angel,₹0–3L
0,46.34,3.75,6.53,194.05,22,EdTech,Subscription,99.15,148189,14.76,1,Angel,₹0–3L
6,37.88,26.12,1.59,163.84,76,AgriTech,B2C,59.09,82133,22.51,1,Angel,₹0–3L
5,5.0,13.21,1.21,50.0,63,Entertainment,Subscription,10.0,37257,8.92,1,Angel,₹0–3L
14,12.86,7.81,2.9,254.1,70,EdTech,Subscription,29.8,125012,9.42,1,Angel,₹0–3L
17,14.53,-2.65,2.46,172.57,72,AgriTech,B2C,34.11,115344,11.47,1,Angel,₹0–3L
10,18.12,6.95,1.0,211.83,28,AI/ML,Subscription,61.14,113958,-0.72,1,Angel,₹0–3L
16,687.72,5.73,65.14,2317.78,47,AI/ML,B2B2C,1647.89,837395,1.96,1,Seed Fund,₹15–60L
0,6.09,-7.1,1.0,50.0,41,AI/ML,B2B2C,10.0,38198,30.08,1,Angel,₹0–3L
1,180.25,5.43,23.54,496.35,56,FinTech,B2B,244.21,261602,40.57,1,Angel,₹0–3L
6,45.51,-1.63,2.68,121.36,32,Entertainment,B2B,83.15,80978,33.75,1,Angel,₹0–3L
9,71.06,15.05,10.86,181.48,42,Entertainment,Subscription,80.29,87760,-8.59,1,Angel,₹0–3L
13,54.44,23.69,6.55,143.76,41,E-commerce,B2B2C,81.91,44484,-9.32,1,Angel,₹0–3L
11,16.01,-6.72,3.81,110.28,53,AgriTech,B2C,47.94,38627,-8.42,0,Angel,₹0–3L
16,22.75,28.55,5.35,99.6,56,SaaS,Subscription,69.42,54589,14.4,1,Angel,₹0–3L
13,20.82,6.46,3.12,186.92,42,AI/ML,B2C,48.08,120557,-30.0,0,Angel,₹0–3L
18,17.05,-3.7,2.87,51.31,43,EdTech,Marketplace,36.9,23982,0.86,0,Angel,₹0–3L
9,90.59,17.12,4.68,250.99,45,AgriTech,B2B,151.0,162576,32.53,1,Angel,₹0–3L
11,38.59,2.65,2.75,110.9,81,SaaS,Subscription,90.1,72011,24.96,1,Angel,₹0–3L
6,13.57,7.02,3.08,67.29,2,SaaS,Subscription,39.07,43868,2.95,1,Angel,₹0–3L
7,34.18,3.16,6.18,108.31,15,EdTech,B2C,90.94,59165,3.76,1,Angel,₹0–3L
12,30.11,-1.79,1.91,357.81,56,Entertainment,B2B,12.45,271021,18.36,1,Angel,₹0–3L
5,6.54,16.69,1.0,102.03,46,AgriTech,B2C,17.26,55565,25.42,1,Angel,₹0–3L
7,59.82,4.58,14.06,190.74,46,AgriTech,B2C,155.77,100164,2.38,1,Angel,₹0–3L
4,17.69,-9.24,1.76,88.97,56,HealthTech,B2B,10.91,35561,5.71,1,Angel,₹0–3L
8,100.52,14.64,6.31,252.28,45,SaaS,Marketplace,78.48,114492,2.73,1,Angel,₹0–3L
10,20.15,-6.46,4.77,239.81,26,E-commerce,B2B2C,56.86,77019,-10.51,1,Angel,₹0–3L
12,189.18,-5.79,23.85,541.33,55,AI/ML,B2B2C,395.15,333873,6.22,1,Seed Fund,₹3–15L
0,28.61,22.32,3.32,131.25,40,E-commerce,Marketplace,83.81,55685,7.42,1,Angel,₹0–3L
6,80.46,-6.34,6.56,237.0,28,AI/ML,B2B,71.71,107142,-9.44,0,Angel,₹0–3L
5,53.41,-19.78,12.02,158.96,57,EdTech,Subscription,21.26,108951,18.04,0,Angel,₹0–3L
7,136.25,15.51,29.22,367.64,56,E-commerce,B2B,111.48,170442,18.54,1,Angel,₹0–3L
1,13.84,4.36,1.56,89.73,45,E-commerce,B2C,24.2,37785,20.8,1,Angel,₹0–3L
16,95.61,5.41,2.59,250.01,82,AI/ML,B2B,188.79,96136,-1.07,0,Angel,₹0–3L
16,13.35,4.23,1.64,129.5,73,AI/ML,B2B2C,40.65,89024,-19.4,0,Angel,₹0–3L
17,11.17,10.78,1.0,141.89,65,SaaS,Subscription,28.94,51769,17.91,1,Angel,₹0–3L
6,31.82,-1.02,1.68,158.26,104,Entertainment,Marketplace,110.39,83382,-0.05,1,Angel,₹0–3L
14,60.19,25.73,6.65,177.07,36,Entertainment,B2B,33.22,98004,-1.22,1,Angel,₹0–3L
12,29.51,-9.71,1.26,136.82,28,E-commerce,Subscription,21.15,88068,-9.66,0,Angel,₹0–3L
19,58.69,13.35,14.1,172.48,61,AgriTech,Subscription,33.45,106360,6.98,1,Angel,₹0–3L
13,136.8,15.74,4.23,447.95,33,AI/ML,B2B2C,276.75,315966,34.97,1,Angel,₹0–3L
14,36.48,-1.11,4.1,295.84,40,E-commerce,B2C,42.09,95371,2.33,1,Angel,₹0–3L
2,104.2,-4.26,5.98,272.71,15,HealthTech,Subscription,259.22,122234,-6.7,0,Angel,₹0–3L
5,7.69,20.21,1.37,107.89,55,E-commerce,Subscription,10.0,47479,21.46,1,Angel,₹0–3L
8,29.02,-3.88,1.11,79.64,3,FinTech,B2B,18.29,29706,12.27,0,Angel,₹0–3L
13,45.35,0.73,6.61,289.66,37,E-commerce,Marketplace,80.38,128780,-21.73,0,Angel,₹0–3L
15,61.67,18.66,12.2,274.03,39,Entertainment,B2B,92.68,124650,21.49,1,Angel,₹0–3L
16,82.31,8.44,19.63,416.08,29,SaaS,B2B2C,243.09,233394,42.63,1,Angel,₹0–3L
11,10.71,-13.56,1.93,97.24,2,SaaS,Subscription,31.92,61443,-30.0,0,Angel,₹0–3L
3,22.16,28.97,1.0,126.38,2,Entertainment,B2C,14.98,61997,-6.12,1,Angel,₹0–3L
4,5.88,1.64,1.0,50.0,21,AgriTech,Subscription,17.04,32986,-30.0,0,Angel,₹0–3L
10,13.68,3.17,2.58,112.76,53,HealthTech,B2C,28.81,52781,9.13,1,Angel,₹0–3L
10,34.43,11.08,2.39,298.15,47,HealthTech,B2C,65.8,132719,25.78,1,Angel,₹0–3L
7,23.68,15.51,2.91,107.07,39,Entertainment,B2C,14.28,61091,12.87,1,Angel,₹0–3L
17,76.51,31.55,18.72,232.37,17,AgriTech,Marketplace,204.05,72466,33.51,1,Angel,₹0–3L
5,32.36,-11.91,6.75,129.88,48,SaaS,B2B,15.88,44147,21.47,1,Angel,₹0–3L
6,67.52,17.93,14.5,186.2,2,Entertainment,B2B2C,80.26,94774,37.03,1,Angel,₹0–3L
5,18.13,16.92,3.95,66.46,2,SaaS,Marketplace,10.98,51271,28.81,1,Angel,₹0–3L
13,45.89,6.37,7.46,157.53,33,EdTech,Marketplace,91.7,104092,4.49,1,Angel,₹0–3L
19,14.18,17.45,2.71,50.0,26,AgriTech,B2C,33.54,17203,12.46,1,Angel,₹0–3L
5,26.99,19.22,2.77,130.21,65,EdTech,Marketplace,85.05,94164,-1.43,1,Angel,₹0–3L
3,14.56,-8.58,3.64,50.0,43,SaaS,B2B2C,38.57,33307,5.83,0,Angel,₹0–3L
12,25.68,29.0,2.17,345.22,81,FinTech,B2B2C,86.7,209024,13.34,1,Angel,₹0–3L
16,89.75,-10.68,13.97,255.75,26,AI/ML,Subscription,245.48,181617,7.84,0,Angel,₹0–3L
11,66.3,-5.61,5.63,205.75,52,AI/ML,Marketplace,83.13,103298,29.67,1,Angel,₹0–3L
8,58.46,4.87,2.68,430.4,33,HealthTech,Subscription,119.98,176785,5.45,1,Angel,₹0–3L
19,24.35,31.11,3.67,76.38,74,HealthTech,B2B2C,42.99,42469,-1.39,1,Angel,₹0–3L
2,27.45,4.31,2.78,504.29,34,EdTech,Marketplace,57.94,289675,-2.69,0,Angel,₹0–3L
10,35.92,7.63,5.54,285.01,61,SaaS,B2C,76.54,162218,20.46,1,Angel,₹0–3L
4,9.16,25.19,1.36,125.76,13,HealthTech,B2C,23.32,73262,-8.95,1,Angel,₹0–3L
2,106.17,4.42,15.37,328.63,29,Entertainment,Marketplace,60.07,254475,7.35,1,Angel,₹0–3L
16,21.52,-6.14,1.04,68.42,37,E-commerce,Subscription,57.88,51388,29.4,1,Angel,₹0–3L
8,27.9,3.0,3.38,83.33,71,E-commerce,Subscription,21.2,61487,14.64,1,Angel,₹0–3L
5,5.0,24.45,1.03,96.93,2,FinTech,B2C,10.0,67919,10.92,0,Angel,₹0–3L
17,23.1,8.86,2.14,102.48,31,SaaS,Subscription,45.29,79089,10.2,1,Angel,₹0–3L
5,21.02,31.17,2.57,70.84,30,E-commerce,B2C,45.41,24740,-2.85,1,Angel,₹0–3L
5,36.47,16.86,4.87,349.38,2,FinTech,B2B,15.01,151128,-1.45,1,Angel,₹0–3L
9,34.35,0.27,7.5,123.82,28,EdTech,B2C,66.95,67793,7.09,1,Angel,₹0–3L
10,15.09,8.62,2.58,189.95,2,Entertainment,B2B,30.34,137383,14.79,1,Angel,₹0–3L
13,11.3,-2.24,1.0,99.56,2,E-commerce,Marketplace,10.0,55014,24.04,1,Angel,₹0–3L
11,10.83,-0.02,2.37,50.0,33,FinTech,B2B,27.9,33700,11.39,0,Angel,₹0–3L
19,49.98,60.0,10.56,179.3,32,Entertainment,B2B2C,48.63,66246,35.29,1,Angel,₹0–3L
17,5.05,20.22,1.0,50.0,33,SaaS,Subscription,14.36,21310,35.76,1,Angel,₹0–3L
14,16.24,18.34,2.07,141.45,46,Entertainment,B2B,21.03,94190,23.46,1,Angel,₹0–3L
9,6.92,0.52,1.34,56.95,18,AI/ML,B2B2C,12.66,21775,28.42,1,Angel,₹0–3L
0,79.66,26.85,10.36,596.51,84,Entertainment,B2B2C,251.24,283745,-2.62,1,Angel,₹0–3L
14,36.32,21.2,6.88,280.89,39,FinTech,Subscription,104.58,121465,-5.47,1,Angel,₹0–3L
1,30.09,30.59,6.69,159.82,72,AgriTech,B2C,84.32,75901,20.32,1,Angel,₹0–3L
